no,i_point,j_point,phi,phi2,C,M,Q,category,story,boundary_i,boundary_j
46,116,121,1.2,1.3,136.58625000000004,216.27000000000004,143.37,BB,1,fix,fix
47,117,122,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,BB,1,fix,fix
48,118,123,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,BB,1,fix,fix
49,119,124,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,BB,1,fix,fix
50,120,125,1.2,1.3,140.94000000000003,224.53200000000004,95.579999999999998,BB,1,fix,fix
51,82,101,1.2,1.3,146.30625000000003,230.85000000000002,101.25,,2,fix,fix
52,84,102,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,,2,fix,fix
53,86,103,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,,2,fix,fix
54,88,104,1.3999999999999999,1.6000000000000001,262.44000000000005,419.90400000000005,174.96000000000001,,2,fix,fix
55,90,105,1.2,1.3,143.37,229.39200000000002,95.579999999999998,,2,fix,fix
56,121,126,1.2,1.3,11.179687499999982,17.718749999999972,18.562499999999979,BB,1,fix,fix
57,122,127,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,BB,1,fix,fix
58,123,128,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,BB,1,fix,fix
59,124,129,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,BB,1,fix,fix
60,125,130,1.2,1.3,11.179687499999982,17.718749999999972,18.562499999999979,BB,1,fix,fix
61,101,106,1.2,1.3,11.60156249999998,18.562499999999968,18.562499999999982,,2,fix,fix
62,102,107,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,,2,fix,fix
63,103,108,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,,2,fix,fix
64,104,109,1.3999999999999999,1.6000000000000001,18.984374999999968,30.374999999999947,30.374999999999964,,2,fix,fix
65,105,110,1.2,1.3,11.60156249999998,18.562499999999968,18.562499999999982,,2,fix,fix
66,81,91,1.2,1.3,8.7187499999999876,13.94999999999998,13.949999999999987,,3,fix,fix
67,83,92,1.3999999999999999,1.6000000000000001,13.218749999999977,21.149999999999963,21.149999999999977,,3,fix,fix
68,85,93,1.3999999999999999,1.6000000000000001,13.218749999999977,21.149999999999963,21.149999999999977,,3,fix,fix
69,87,94,1.3999999999999999,1.6000000000000001,13.218749999999977,21.149999999999963,21.149999999999977,,3,fix,fix
70,89,95,1.2,1.3,8.7187499999999876,13.94999999999998,13.949999999999987,,3,fix,fix
71,66,71,1.2,1.3,8.0156249999999876,12.824999999999982,12.824999999999989,,4,fix,fix
72,67,72,1.3999999999999999,1.6000000000000001,11.812499999999979,18.899999999999967,18.899999999999977,,4,fix,fix
73,68,73,1.3999999999999999,1.6000000000000001,11.812499999999979,18.899999999999967,18.899999999999977,,4,fix,fix
74,69,74,1.3999999999999999,1.6000000000000001,11.812499999999979,18.899999999999967,18.899999999999977,,4,fix,fix
75,70,75,1.2,1.3,8.0156249999999876,12.824999999999982,12.824999999999989,,4,fix,fix
76,51,56,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,5,fix,fix
77,52,57,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,5,fix,fix
78,53,58,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,5,fix,fix
79,54,59,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,5,fix,fix
80,55,60,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,5,fix,fix
81,36,41,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,6,fix,fix
82,37,42,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,6,fix,fix
83,38,43,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,6,fix,fix
84,39,44,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,6,fix,fix
85,40,45,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,6,fix,fix
86,21,26,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,7,fix,fix
87,22,27,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,7,fix,fix
88,23,28,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,7,fix,fix
89,24,29,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,7,fix,fix
90,25,30,1.2,1.3,8.0859374999999876,12.937499999999979,12.937499999999988,,7,fix,fix
91,6,11,1.2,1.3,7.8515624999999867,12.562499999999979,12.562499999999988,,8,fix,fix
92,7,12,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,8,fix,fix
93,8,13,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,8,fix,fix
94,9,14,1.3999999999999999,1.6000000000000001,11.953124999999979,19.124999999999968,19.124999999999979,,8,fix,fix
95,10,15,1.2,1.3,7.8515624999999867,12.562499999999979,12.562499999999988,,8,fix,fix
96,136,141,1.2,1.3,7.4999999999999876,11.868749999999981,12.524999999999988,,9,fix,fix
97,137,142,1.3999999999999999,1.6000000000000001,12.374999999999979,19.799999999999965,19.799999999999979,,9,fix,fix
98,138,143,1.3999999999999999,1.6000000000000001,12.374999999999979,19.799999999999965,19.799999999999979,,9,fix,fix
99,139,144,1.3999999999999999,1.6000000000000001,12.374999999999979,19.799999999999965,19.799999999999979,,9,fix,fix
100,140,145,1.2,1.3,7.4999999999999876,11.868749999999981,12.524999999999988,,9,fix,fix
101,111,112,1.2,1.3,82.687500000000043,131.62500000000009,67.500000000000028,BB,1,fix,fix
102,116,117,1.3999999999999999,1.6000000000000001,151.87500000000009,243.00000000000014,121.50000000000004,BB,1,fix,fix
103,121,122,1.3999999999999999,1.6000000000000001,151.87500000000009,243.00000000000014,121.50000000000004,BB,1,fix,fix
104,126,127,1.2,1.3,60.855468750000014,93.656250000000043,52.312500000000007,BB,1,fix,fix
105,96,97,1.2,1.3,89.437500000000043,141.75000000000009,74.250000000000028,,2,fix,fix
106,82,84,1.3999999999999999,1.6000000000000001,151.87500000000009,243.00000000000014,121.50000000000004,,2,fix,fix
107,101,102,1.3999999999999999,1.6000000000000001,151.87500000000009,243.00000000000014,121.50000000000004,,2,fix,fix
108,106,107,1.2,1.3,67.605468750000014,103.78125000000006,59.062500000000007,,2,fix,fix
109,76,77,1.2,1.3,66.375000000000028,104.85000000000005,55.800000000000018,,3,fix,fix
110,81,83,1.3999999999999999,1.6000000000000001,105.75000000000006,169.2000000000001,84.600000000000037,,3,fix,fix
111,91,92,1.2,1.3,51.17343750000002,78.412500000000037,45.225000000000009,,3,fix,fix
112,61,62,1.2,1.3,60.750000000000028,95.850000000000051,51.300000000000018,,4,fix,fix
113,66,67,1.3999999999999999,1.6000000000000001,94.500000000000057,151.2000000000001,75.600000000000037,,4,fix,fix
114,71,72,1.2,1.3,47.16562500000002,72.225000000000023,41.850000000000009,,4,fix,fix
115,46,47,1.2,1.3,61.312500000000028,96.750000000000057,51.750000000000014,,5,fix,fix
116,51,52,1.3999999999999999,1.6000000000000001,95.625000000000043,153.00000000000009,76.500000000000028,,5,fix,fix
117,56,57,1.2,1.3,47.566406250000014,72.843750000000028,42.187500000000007,,5,fix,fix
118,31,32,1.2,1.3,61.312500000000028,96.750000000000057,51.750000000000014,,6,fix,fix
119,36,37,1.3999999999999999,1.6000000000000001,95.625000000000043,153.00000000000009,76.500000000000028,,6,fix,fix
120,41,42,1.2,1.3,47.566406250000014,72.843750000000028,42.187500000000007,,6,fix,fix
121,16,17,1.2,1.3,61.312500000000028,96.750000000000057,51.750000000000014,,7,fix,fix
122,21,22,1.3999999999999999,1.6000000000000001,95.625000000000043,153.00000000000009,76.500000000000028,,7,fix,fix
123,26,27,1.2,1.3,47.566406250000014,72.843750000000028,42.187500000000007,,7,fix,fix
124,1,2,1.2,1.3,59.812500000000028,94.500000000000057,50.250000000000014,,8,fix,fix
125,6,7,1.3999999999999999,1.6000000000000001,95.625000000000043,153.00000000000009,76.500000000000028,,8,fix,fix
126,11,12,1.2,1.3,46.066406250000014,70.593750000000028,40.687500000000007,,8,fix,fix
127,131,132,1.2,1.3,54.750000000000028,87.075000000000045,44.850000000000016,,9,fix,fix
128,136,137,1.3999999999999999,1.6000000000000001,99.000000000000057,158.40000000000009,79.200000000000031,,9,fix,fix
129,141,142,1.2,1.3,40.518750000000011,62.325000000000031,34.95000000000001,,9,fix,fix
130,112,113,1.2,1.3,170.80521915584413,271.88606249999998,108.29249999999999,BB,1,fix,fix
131,117,118,1.3999999999999999,1.6000000000000001,320.99976562500007,513.59962500000006,200.10375000000002,BB,1,fix,fix
132,122,123,1.3999999999999999,1.6000000000000001,320.99976562500007,513.59962500000006,200.10375000000002,BB,1,fix,fix
133,127,128,1.2,1.3,104.31465097402599,159.15937499999998,71.4375,BB,1,fix,fix
134,97,98,1.2,1.3,181.92209415584415,288.561375,116.955,,2,fix,fix
135,84,86,1.3999999999999999,1.6000000000000001,320.99976562500007,513.59962500000006,200.10375000000002,,2,fix,fix
136,102,103,1.3999999999999999,1.6000000000000001,320.99976562500007,513.59962500000006,200.10375000000002,,2,fix,fix
137,107,108,1.2,1.3,115.43152597402599,175.8346875,80.099999999999994,,2,fix,fix
138,77,78,1.2,1.3,133.98922395833335,212.15938333333338,86.99075000000002,,3,fix,fix
139,83,85,1.3999999999999999,1.6000000000000001,223.51094791666674,357.61751666666675,139.33150000000003,,3,fix,fix
140,92,93,1.2,1.3,87.127016233766241,132.56175000000002,61.035000000000011,,3,fix,fix
141,62,63,1.2,1.3,122.10034375000004,193.13717500000004,79.57950000000001,,4,fix,fix
142,67,68,1.3999999999999999,1.6000000000000001,199.73318750000007,319.57310000000007,124.50900000000001,,4,fix,fix
143,72,73,1.2,1.3,80.22347727272728,122.007375,56.385000000000005,,4,fix,fix
144,47,48,1.2,1.3,123.28923177083335,195.03939583333337,80.320625000000007,,5,fix,fix
145,52,53,1.3999999999999999,1.6000000000000001,202.11096354166671,323.37754166666673,125.99125000000001,,5,fix,fix
146,57,58,1.2,1.3,80.913831168831166,123.06281250000001,56.849999999999994,,5,fix,fix
147,32,33,1.2,1.3,123.28923177083335,195.03939583333337,80.320625000000007,,6,fix,fix
148,37,38,1.3999999999999999,1.6000000000000001,202.11096354166671,323.37754166666673,125.99125000000001,,6,fix,fix
149,42,43,1.2,1.3,80.913831168831166,123.06281250000001,56.849999999999994,,6,fix,fix
150,17,18,1.2,1.3,123.28923177083335,195.03939583333337,80.320625000000007,,7,fix,fix
151,22,23,1.3999999999999999,1.6000000000000001,202.11096354166671,323.37754166666673,125.99125000000001,,7,fix,fix
152,27,28,1.2,1.3,80.913831168831166,123.06281250000001,56.849999999999994,,7,fix,fix
153,2,3,1.2,1.3,120.81881510416669,191.33377083333338,78.39562500000001,,8,fix,fix
154,7,8,1.3999999999999999,1.6000000000000001,202.11096354166671,323.37754166666673,125.99125000000001,,8,fix,fix
155,12,13,1.2,1.3,78.443414502164501,119.35718750000001,54.924999999999997,,8,fix,fix
156,132,133,1.2,1.3,113.26860416666671,180.36512083333335,71.956500000000005,,9,fix,fix
157,137,138,1.3999999999999999,1.6000000000000001,209.24429166666673,334.79086666666672,130.43800000000002,,9,fix,fix
158,142,143,1.2,1.3,69.397601190476209,105.84818750000002,47.657499999999999,,9,fix,fix
159,113,114,1.2,1.3,170.80521915584376,271.88606249999941,108.29249999999986,BB,1,fix,fix
160,118,119,1.3999999999999999,1.6000000000000001,320.99976562499927,513.59962499999881,200.10374999999968,BB,1,fix,fix
161,123,124,1.3999999999999999,1.6000000000000001,320.99976562499927,513.59962499999881,200.10374999999968,BB,1,fix,fix
162,128,129,1.2,1.3,104.3146509740258,159.15937499999973,71.437499999999929,BB,1,fix,fix
163,98,99,1.2,1.3,181.92209415584372,288.56137499999937,116.95499999999986,,2,fix,fix
164,86,88,1.3999999999999999,1.6000000000000001,320.99976562499927,513.59962499999881,200.10374999999968,,2,fix,fix
165,103,104,1.3999999999999999,1.6000000000000001,320.99976562499927,513.59962499999881,200.10374999999968,,2,fix,fix
166,108,109,1.2,1.3,115.43152597402577,175.83468749999972,80.099999999999923,,2,fix,fix
167,78,79,1.2,1.3,133.98922395833304,212.15938333333287,86.990749999999892,,3,fix,fix
168,85,87,1.3999999999999999,1.6000000000000001,223.51094791666617,357.61751666666584,139.33149999999981,,3,fix,fix
169,93,94,1.2,1.3,87.127016233766085,132.56174999999979,61.034999999999954,,3,fix,fix
170,63,64,1.2,1.3,122.10034374999972,193.13717499999956,79.579499999999882,,4,fix,fix
171,68,69,1.3999999999999999,1.6000000000000001,199.73318749999953,319.57309999999922,124.5089999999998,,4,fix,fix
172,73,74,1.2,1.3,80.223477272727138,122.00737499999981,56.384999999999948,,4,fix,fix
173,48,49,1.2,1.3,123.28923177083304,195.03939583333289,80.320624999999879,,5,fix,fix
174,53,54,1.3999999999999999,1.6000000000000001,202.11096354166617,323.37754166666588,125.99124999999979,,5,fix,fix
175,58,59,1.2,1.3,80.913831168831038,123.06281249999981,56.849999999999952,,5,fix,fix
176,33,34,1.2,1.3,123.28923177083304,195.03939583333289,80.320624999999879,,6,fix,fix
177,38,39,1.3999999999999999,1.6000000000000001,202.11096354166617,323.37754166666588,125.99124999999979,,6,fix,fix
178,43,44,1.2,1.3,80.913831168831038,123.06281249999981,56.849999999999952,,6,fix,fix
179,18,19,1.2,1.3,123.28923177083304,195.03939583333289,80.320624999999879,,7,fix,fix
180,23,24,1.3999999999999999,1.6000000000000001,202.11096354166617,323.37754166666588,125.99124999999979,,7,fix,fix
181,28,29,1.2,1.3,80.913831168831038,123.06281249999981,56.849999999999952,,7,fix,fix
182,3,4,1.2,1.3,120.81881510416639,191.33377083333289,78.395624999999882,,8,fix,fix
183,8,9,1.3999999999999999,1.6000000000000001,202.11096354166617,323.37754166666588,125.99124999999979,,8,fix,fix
184,13,14,1.2,1.3,78.443414502164373,119.35718749999981,54.924999999999955,,8,fix,fix
185,133,134,1.2,1.3,113.26860416666641,180.36512083333292,71.956499999999892,,9,fix,fix
186,138,139,1.3999999999999999,1.6000000000000001,209.24429166666619,334.79086666666586,130.43799999999979,,9,fix,fix
187,143,144,1.2,1.3,69.397601190476081,105.84818749999984,47.657499999999963,,9,fix,fix
188,114,115,1.2,1.3,170.80521915584455,271.88606250000061,108.29250000000017,BB,1,fix,fix
189,119,120,1.3999999999999999,1.6000000000000001,320.9997656250008,513.59962500000131,200.10375000000033,BB,1,fix,fix
190,124,125,1.3999999999999999,1.6000000000000001,320.9997656250008,513.59962500000131,200.10375000000033,BB,1,fix,fix
191,129,130,1.2,1.3,104.31465097402616,159.15937500000027,71.437500000000071,BB,1,fix,fix
192,99,100,1.2,1.3,181.92209415584458,288.56137500000062,116.95500000000018,,2,fix,fix
193,88,90,1.3999999999999999,1.6000000000000001,320.9997656250008,513.59962500000131,200.10375000000033,,2,fix,fix
194,104,105,1.3999999999999999,1.6000000000000001,320.9997656250008,513.59962500000131,200.10375000000033,,2,fix,fix
195,109,110,1.2,1.3,115.43152597402619,175.83468750000031,80.10000000000008,,2,fix,fix
196,79,80,1.2,1.3,133.98922395833367,212.15938333333386,86.990750000000133,,3,fix,fix
197,87,89,1.3999999999999999,1.6000000000000001,223.51094791666728,357.6175166666676,139.33150000000023,,3,fix,fix
198,94,95,1.2,1.3,87.127016233766398,132.56175000000025,61.035000000000068,,3,fix,fix
199,64,65,1.2,1.3,122.10034375000026,193.13717500000047,79.57950000000011,,4,fix,fix
200,69,70,1.3999999999999999,1.6000000000000001,199.73318750000047,319.57310000000081,124.5090000000002,,4,fix,fix
201,74,75,1.2,1.3,80.223477272727408,122.00737500000022,56.385000000000062,,4,fix,fix
202,49,50,1.2,1.3,123.28923177083362,195.0393958333338,80.320625000000121,,5,fix,fix
203,54,55,1.3999999999999999,1.6000000000000001,202.11096354166716,323.37754166666747,125.99125000000022,,5,fix,fix
204,59,60,1.2,1.3,80.913831168831308,123.06281250000021,56.850000000000051,,5,fix,fix
205,34,35,1.2,1.3,123.28923177083362,195.0393958333338,80.320625000000121,,6,fix,fix
206,39,40,1.3999999999999999,1.6000000000000001,202.11096354166716,323.37754166666747,125.99125000000022,,6,fix,fix
207,44,45,1.2,1.3,80.913831168831308,123.06281250000021,56.850000000000051,,6,fix,fix
208,19,20,1.2,1.3,123.28923177083362,195.0393958333338,80.320625000000121,,7,fix,fix
209,24,25,1.3999999999999999,1.6000000000000001,202.11096354166716,323.37754166666747,125.99125000000022,,7,fix,fix
210,29,30,1.2,1.3,80.913831168831308,123.06281250000021,56.850000000000051,,7,fix,fix
211,4,5,1.2,1.3,120.81881510416694,191.33377083333377,78.395625000000123,,8,fix,fix
212,9,10,1.3999999999999999,1.6000000000000001,202.11096354166716,323.37754166666747,125.99125000000022,,8,fix,fix
213,14,15,1.2,1.3,78.443414502164643,119.35718750000021,54.925000000000054,,8,fix,fix
214,134,135,1.2,1.3,113.26860416666695,180.36512083333378,71.956500000000119,,9,fix,fix
215,139,140,1.3999999999999999,1.6000000000000001,209.24429166666721,334.79086666666751,130.43800000000022,,9,fix,fix
216,144,145,1.2,1.3,69.397601190476308,105.84818750000019,47.657500000000049,,9,fix,fix
